Name ;Location;Headcounts;Industry;Year Founded;Specialities ;Type;Website;
 Cafeyn;Paris, Paris, Île-De-France, France, Europe;137;Technology, Information and Internet;2006;;Privately Held;cafeyn.co;
 Woro;Saint-Avold, Moselle, Grand Est, France, Forbach, Europe;28;IT Services and IT Consulting;2015;"Paper Packaging
+3";Privately Held;woro.fr;
 Partoo;Paris, Paris, Île-De-France, France, Europe;456;Software Development;2014;"Web to store
+16";Partnership;partoo.co;
 Exakis Nelite;Bidart, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France, Bayonne, Europe;667;IT Services and IT Consulting;;"MicrosoftAzure
+31";Privately Held;exakis-nelite.com;
 Catalyst;Sévérac-l'Église, Aveyron, Occitanie, France, Rodez, Europe;227;Technology, Information and Internet;2014;;Privately Held;catalyst.com;
 Stellantis Finance & Services - CREDIPAR;Poissy, Yvelines, Île-De-France, France, Saint-Germain-en-Laye, Europe;652;Financial Services;1979;;Privately Held;stellantisfinance.fr;
 Survision;Nanterre, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;45;Technology, Information and Internet;2001;"ANPR (Automatic Number Plate Recognition)
+13";Partnership;survisiongroup.com;
 Eres;Paris, Paris, Île-De-France, France, Europe;189;Financial Services;2005;"épargne salariale
+9";Partnership;eres.com;
 k-ciopé;Paris, Paris, Île-De-France, France, Europe;60;IT Services and IT Consulting;2002;"digitalux
+8";Partnership;kciope.com;
 La Première Brique;Lyon, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;41;Financial Services;2019;"Conseil
+13";Privately Held;premiere-brique.fr;
 Quobly;Grenoble, Isère, Auvergne-Rhône-Alpes, France, Grenoble, Europe;83;IT Services and IT Consulting;2022;"quantum
+11";Privately Held;quobly.com;
 Entrepreneur Invest;Paris, Paris, Île-De-France, France, Europe;127;Financial Services;2000;"Venture Capital
+19";Privately Held;entrepreneurinvest.com;
 IT&M Stats;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;71;IT Services and IT Consulting;;"Statistiques
+8";Partnership;itmstats.com;
 Valiantys;Toulouse, Occitanie, France;521;IT Services and IT Consulting;2005;"AtlassianJIRA
+13";Privately Held;valiantys.com;
 emraude;Paris, Paris, Île-De-France, France, Europe;38;Technology, Information and Internet;2018;"Escape Room Design
+14";Privately Held;emraude.com;
 Jarvi;Cesson-Sévigné, Ille-et-Vilaine, Bretagne, France, Rennes, Europe;56;Technology, Information and Internet;2023;"SaaSRecrutement
+2";Privately Held;jarvi.tech;
 Enerfip Group;Montpellier, Hérault, Occitanie, France, Montpellier, Europe;57;Financial Services;2014;"Energie renouvelable
+5";Privately Held;enerfip.eu;
 Polycea;Paris, Paris, Île-De-France, France, Europe;249;IT Services and IT Consulting;1989;"Télécommunications
+10";Privately Held;polycea.fr;
 Degetel;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;179;IT Services and IT Consulting;;"DéveloppementWeb
+10";Privately Held;degetel.com;
 ALFI : Financial Markets Consultancy Services;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;71;IT Services and IT Consulting;1998;"Conseil en processus et Systèmes d'Information
+6";Partnership;alfi.fr;
 Aryason Consulting;Massy, Essonne, Île-De-France, France, Palaiseau, Europe;26;Software Development;2013;;Self-Employed;aryason.fr;
 Southcomp Polaris;Orly, Val-de-Marne, Île-De-France, France, Créteil, Europe;72;IT Services and IT Consulting;;"distributeurafrique
+1";Privately Held;mindware.net;
 Scaleway;Paris, Paris, Île-De-France, France, Europe;654;Software Development;1999;"AICloud Computing
+5";Privately Held;scaleway.com;
 Veesion;Paris, Paris, Île-De-France, France, Europe;225;Software Development;2018;"Artificial Intelligence
+4";Privately Held;veesion.io;
 Novelis;Paris, Paris, Île-De-France, France, Europe;147;IT Services and IT Consulting;2017;"InnovationR&D
+14";Privately Held;novelis.fr;
 LOGIGROUP;Montrouge, Hauts-de-Seine, Île-De-France, France, Antony, Europe;71;IT Services and IT Consulting;2012;"Business Intelligence
+7";Privately Held;logigroup.co;
 PIXALIONE | SEO, PAID, IA, DATA & CRO;Paris, Paris, Île-De-France, France, Europe;101;Software Development;2007;"SEOSEA
+22";Partnership;pixalione.fr;
 MEGA International;Paris, Paris, Île-De-France, France, Europe;999;Software Development;1991;"Enterprise architecture
+12";Privately Held;megainternational.com;
 Smart Impulse;Paris, Paris, Île-De-France, France, Europe;72;Software Development;2011;;Privately Held;smart-impulse.com;
 Instant System - Enabling MaaS;Biot, Alpes-Maritimes, Provence-Alpes-Côte D'Azur, France, Grasse, Europe;117;Software Development;2013;"Information multimodale
+10";Partnership;instantsystem.eu;
 HiPay;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;258;Technology, Information and Internet;;"e-payment
+16";Privately Held;hipay.com;
 AntemetA;Guyancourt, Yvelines, Île-De-France, France, Versailles, Europe;315;IT Services and IT Consulting;1995;"HPEVeritas
+18";Privately Held;antemeta.fr;
 Cigref;Paris, Paris, Île-De-France, France, Europe;25;IT Services and IT Consulting;1970;;Nonprofit;cigref.fr;
 adista;Maxéville, Meurthe-et-Moselle, Grand Est, France, Nancy, Europe;732;IT Services and IT Consulting;1981;"CloudTélécoms
+18";Privately Held;adista.fr;
 Viveris;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;890;Software Development;1986;"Systèmes d'information
+23";Privately Held;viveris.fr;
 Shodo;Paris, Paris, Île-De-France, France, Europe;101;IT Services and IT Consulting;2019;"TDDClean Code
+9";Partnership;shodo.com;
 Trustpair;Paris, Paris, Île-De-France, France, Europe;117;Software Development;2017;;Privately Held;trustpair.com;
 Enerfip Group;Montpellier, Hérault, Occitanie, France, Montpellier, Europe;52;Financial Services;2014;"Energie renouvelable
+5";Privately Held;enerfip.eu;
 Planisware;Fort de Châtillon, Hauts-de-Seine, Île-De-France, France, Antony, Europe;781;Software Development;1996;"PPMEPM
+17";Public Company;planisware.com;
 Devoteam | Google Cloud Partner;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;583;IT Services and IT Consulting;;"Google Cloud
+40";Privately Held;devoteam.com;
 Jump;Paris, Paris, Île-De-France, France, Europe;172;Financial Services;2020;"Facturation
+4";Self-Owned;jump.fr;
 Accuracy;Paris, Paris, Île-De-France, France, Europe;896;Financial Services;2004;"Transaction Support & Advisory
+7";Privately Held;accuracy.com;
 Heuritech;Paris, Paris, Île-De-France, France, Europe;45;Technology, Information and Internet;2013;"Artificial Intelligence
+17";Privately Held;heuritech.com;
 Shipup by ZigZag;Paris, Paris, Île-De-France, France, Europe;55;Technology, Information and Internet;;"Logistics
+10";Privately Held;shipup.co;
 partners finances;France, Europe;336;Financial Services;;;Partnership;partners-finances.com;
 Symolia Technologies;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;60;IT Services and IT Consulting;2012;"recrutement
+12";Privately Held;symolia.com;
 H-Tech Supports;Saint-Leu-la-Forêt, Val-d'Oise, Île-De-France, France, Pontoise, Europe;103;IT Services and IT Consulting;2016;"Rollouts
+9";Privately Held;htechsupports.com;
 Weborama;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;154;Technology, Information and Internet;1998;"TechnologyData
+11";Self-Owned;weborama.com;
 CyberVadis;Paris, Paris, Île-De-France, France, Europe;102;IT Services and IT Consulting;2016;"cybersecurity
+8";Privately Held;cybervadis.fr;
 BASSETTI France;Grenoble, Isère, Auvergne-Rhône-Alpes, France, Grenoble, Europe;221;Software Development;1992;Editing / Integration of software and Professional consulting;Privately Held;bassetti-group.com;
 Quicktext;Paris, Paris, Île-De-France, France, Europe;87;IT Services and IT Consulting;;"Artificial IntelligenceHotels
+8";Privately Held;quinta.im;
 DEODIS;Puteaux, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;172;IT Services and IT Consulting;2001;"ITSMITIL training
+22";Privately Held;deodis.com;
 Agorapulse;Paris, Paris, Île-De-France, France, Europe;194;Software Development;2010;"Facebook Marketing
+20";Privately Held;agorapulse.com;
 CosaVostra;Paris, Paris, Île-De-France, France, Europe;78;Technology, Information and Internet;2013;"DesignDéveloppement
+6";Privately Held;justcosa.com;
 STUDIA;Vitrolles, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, Istres, Europe;313;IT Services and IT Consulting;2009;"DatavizGED
+21";Partnership;studia.fr;
 Visibrain;Paris, Paris, Île-De-France, France, Europe;29;Technology, Information and Internet;;"Social Listening
+10";Privately Held;visibrain.com;
 Weglot;Paris, Paris, Île-De-France, France, Europe;82;Software Development;2016;"SaaSWordpress plugin
+8";Privately Held;weglot.com;
 Altersis Groupe;France, Europe;47;IT Services and IT Consulting;2008;"Hi-Tech Consulting
+8";Privately Held;altersis.com;
 Agorize;Paris, Paris, Île-De-France, France, Europe;60;Technology, Information and Internet;2011;"Open innovation
+32";Privately Held;agorize.com;
 Be-Softilys Tunisie;Carcans, Gironde, Nouvelle-Aquitaine, France, Lesparre-Médoc, Europe;125;Software Development;2017;Editeur Logiciels;Privately Held;be-softilys.com;
 FAO Consulting;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;77;IT Services and IT Consulting;2014;;Partnership;fao-consulting.com;
 EIGHT ADVISORY;Paris, Paris, Île-De-France, France, Europe;988;Financial Services;2009;Financialoperational and strategic consulting;Partnership;8advisory.com;
 Unigrains;Paris, Paris, Île-De-France, France, Europe;109;Financial Services;1963;;Privately Held;unigrains.fr;
 AUDACIA;Paris, Paris, Île-De-France, France, Europe;66;Financial Services;2007;;Privately Held;audacia.fr;
 Inmac wstore;Roissy-en-France, Val-d'Oise, Île-De-France, France, Sarcelles, Europe;654;IT Services and IT Consulting;1998;"e-commerceIT
+7";Privately Held;inmac-wstore.com;
 Wedia;Paris, Paris, Île-De-France, France, Europe;79;Software Development;2001;"Web Publishing
+12";Privately Held;wedia-group.com;
 RIVE Private Investment;Paris, Paris, Île-De-France, France, Europe;34;Financial Services;;;Privately Held;rive-investment.com;
 Directskills;Paris, Paris, Île-De-France, France, Europe;46;IT Services and IT Consulting;2000;"Gestion du travail temporaire
+2";Privately Held;directskills.com;
 EY Fabernovel, part of EY Studio+;Paris, Paris, Île-De-France, France, Europe;266;IT Services and IT Consulting;2003;"Strategy
+6";Privately Held;ey.com;
 Intalio;Fontenay-sous-Bois, Val-de-Marne, Île-De-France, France, Nogent-sur-Marne, Europe;584;Software Development;1990;"Business Process Management
+12";Privately Held;intalio.com;
 Sinch Mailjet;France, Europe;46;Technology, Information and Internet;;"Email Marketing
+19";Privately Held;mailjet.com;
 abbeal;Paris, Paris, Île-De-France, France, Europe;62;Software Development;2015;"Artificial Intelligence
+19";Privately Held;abbeal.com;
 Regate by Qonto;Paris, Paris, Île-De-France, France, Europe;77;Financial Services;2019;;Privately Held;qonto.com;
 Nalo;Paris, Paris, Île-De-France, France, Europe;54;Financial Services;2016;"Assurance Vie
+8";Privately Held;nalo.fr;
 Profil Public;Toulouse, Haute-Garonne, Occitanie, France, Toulouse, Europe;27;Software Development;2018;"RHemploi
+16";Privately Held;profilpublic.fr;
 Infovista;Massy, Essonne, Île-De-France, France, Palaiseau, Europe;833;Software Development;1995;"Network Performance Management
+11";Privately Held;infovista.com;
 Esokia;Neuilly-sur-Seine, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;65;IT Services and IT Consulting;;;Privately Held;esokia.com;
 Combo;Paris, Paris, Île-De-France, France, Europe;165;IT Services and IT Consulting;2016;;Privately Held;combohr.com;
 Karos;Paris, Paris, Île-De-France, France, Europe;75;Technology, Information and Internet;2014;"Intelligence Artificielle
+3";Partnership;karos.fr;
 Inovéa;Mauguio, Hérault, Occitanie, France, Montpellier, Europe;622;Financial Services;2017;"gestion de patrimoine
+12";Partnership;inovea.com;
 QRC Assurance And Solutions;Foucarville, Manche, Normandie, France, Cherbourg-Octeville, Europe;183;IT Services and IT Consulting;2015;"ISO 27001
+39";Privately Held;qrcsolutionz.com;
 Mooncard;Paris, Paris, Île-De-France, France, Europe;104;Technology, Information and Internet;2016;"corporate cards
+22";Privately Held;mooncard.co;
 Esmoz;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;25;IT Services and IT Consulting;2019;;Privately Held;esmoz.fr;
 INTER INVEST;Paris, Paris, Île-De-France, France, Europe;161;Financial Services;1991;"Opérations Girardin structurées par Inter Invest Outre-mer
+7";Privately Held;inter-invest.fr;
 Capital Fund Management (CFM);Paris, Paris, Île-De-France, France, Europe;501;Financial Services;1991;"Hedge Fund Management
+7";Privately Held;lcg.com;
 VPEX-IT;Levallois-Perret, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;27;IT Services and IT Consulting;2022;"Digital performances
+3";Privately Held;vpex-it.com;
 CLOSTERA;France, Europe;24;IT Services and IT Consulting;2017;"CloudITSM
+5";Self-Owned;clostera.com;
 Linxea;Paris, Paris, Île-De-France, France, Europe;106;Financial Services;2001;"Placements en ligne
+10";Self-Owned;linxea.com;
 WEENEO Consulting;Marseille, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, 1er Arr., Europe;59;IT Services and IT Consulting;2018;"ITR&D
+6";Privately Held;weeneoconsulting.com;
 Bootlin;Oullins, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;36;Software Development;2004;"Embedded Linux
+10";Privately Held;bootlin.com;
 Claranet France;Paris, Paris, Île-De-France, France, Europe;724;IT Services and IT Consulting;1996;"Infogérance applications critiques
+23";Privately Held;claranet.com;
 We+;Issy-les-Moulineaux, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;487;IT Services and IT Consulting;;"DigitalArchitecture IT
+17";Privately Held;we-plus.fr;
 Stellantis Financial Services;Poissy, Yvelines, Île-De-France, France, Saint-Germain-en-Laye, Europe;649;Financial Services;1919;;Privately Held;stellantis-finance-services.fr;
 UpSlide;Paris, Paris, Île-De-France, France, Europe;183;Software Development;2011;"ExcelPowerPoint
+12";Privately Held;upslide.com;
 ChapsVision for Unified Commerce;Suresnes, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;41;Software Development;;;Privately Held;chapsvision.com;
 Lita;Paris, Paris, Île-De-France, France, Europe;96;Financial Services;2015;"Crowdfunding
+8";Privately Held;lita.com;
 MyHome;Marseille, Bouches-du-Rhône, Provence-Alpes-Côte D'Azur, France, 1er Arr., Europe;260;Technology, Information and Internet;2018;Project Quotations and Maintenance;Privately Held;myhome.fr;
 Agyla.Cloud;Paris, Paris, Île-De-France, France, Europe;21;IT Services and IT Consulting;2013;"cloud consultingaws
+11";Privately Held;ibm.com;
 Adviso Partners;Paris, Paris, Île-De-France, France, Europe;59;Financial Services;2015;"Fusions - Acquisitions
+15";Privately Held;advisopartners.com;
 EasyVista;Noisy-le-Grand, Seine-Saint-Denis, Île-De-France, France, Le Raincy, Europe;360;Software Development;;"Service ManagementITIL
+15";Privately Held;easyvista.com;
 VINCI CONSTRUCTION SI;Nanterre, Hauts-de-Seine, Île-De-France, France, Nanterre, Europe;389;IT Services and IT Consulting;;"DIGITAL
+4";Public Company;vinci.com;
 October;Paris, Paris, Île-De-France, France, Europe;131;Financial Services;;"financefintech
+1";Privately Held;october.eu;
 Agicap;Saint-Didier-au-Mont-d'Or, Rhône, Auvergne-Rhône-Alpes, France, Lyon, Europe;801;Software Development;2016;"Treasury Management
+13";Privately Held;agicap.com;
 Skillup.co;Paris, Paris, Île-De-France, France, Europe;80;Software Development;2016;"DRHGestion des Talents
+7";Partnership;skillup-co.com;
 Arkéa REIM;Paris, Paris, Île-De-France, France, Europe;41;Financial Services;;;Privately Held;arkea-reim.com;
 Monsieur Guiz | Product Management & Design;Paris, Paris, Île-De-France, France, Europe;32;Software Development;2013;"Kanban
+8";Privately Held;monsieurguiz.fr;
 Primexis | Expertise-comptable et conseil opérationnel;Île-De-France, France, Europe;431;Financial Services;1978;"Assistance comptable et financière
+20";Partnership;primexis.fr;
 Oodrive;Paris, Paris, Île-De-France, France, Europe;385;Software Development;2000;"Cloud Computing
+11";Self-Owned;oodrive.com;
 Lincoln France;Boulogne-Billancourt, Hauts-de-Seine, Île-De-France, France, Boulogne-Billancourt, Europe;316;IT Services and IT Consulting;1990;;Self-Owned;lincoln.fr;
